,id,listing_url,scrape_id,last_scraped,source,name,description,neighborhood_overview,picture_url,host_id,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
12509,621741588358674048,https://www.airbnb.com/rooms/621741588358674890,20240929170954,2024-09-30,previous scrape,HabitaciÃ³n cama doble en el campo con piscina,"A double room in a seven-bedroom bed & breakfast, all with private bathroom, inside the Can MunÃ­ farm family farm. Breakfast buffet included. <br /><br />Shetland Room has a 160x190 bed and closet. A/C, ceiling fan, and wifi<br /><br />It has a refrigerator, microwave and dishes available to customers and a porch and terrace open to a large garden space. <br /><br />Access to the 14x7-meter estate's swimming pool with salt water filter.","Can MunÃ­ and its neighborhood Pins are in a small hidden valley but very close to everything. 8 minutes by car from the A7 motorway exit, 15/20 minutes from l'Escala and Sant MartÃ­ d 'EmpÃºries, 25 minutes from l'Estartit and les Illes Medes or the Gola del Ter or Girona city.<br />It is also an ideal area for hiking or cycling.",https://a0.muscache.com/pictures/miso/Hosting-621741588358674890/original/6e95e238-9895-46ba-b5d5-a3be5ff7269f.jpeg,225419807,https://www.airbnb.com/users/show/225419807,Joan,2018-11-12,,,within an hour,1.0,1.0,f,https://a0.muscache.com/im/pictures/user/2672de9f-85a2-4042-bff8-855acab28a5d.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/2672de9f-85a2-4042-bff8-855acab28a5d.jpg?aki_policy=profile_x_medium,,15,17,"['email', 'phone']",t,f,"Vilopriu, Catalunya, Spain",Vilopriu,,42.11143,2.97727,Private room in bed and breakfast,Private room,2,,1 private bath,,,"[""Babysitter recommendations"", ""Central heating"", ""Free street parking"", ""High chair"", ""Pocket wifi"", ""Cleaning available during stay"", ""Clothing storage"", ""Indoor fireplace: wood-burning"", ""Barbecue utensils"", ""Outdoor dining area"", ""Essentials"", ""Lock on bedroom door"", ""Dining table"", ""Hair dryer"", ""Outdoor furniture"", ""Iron"", ""Kitchenette"", ""AC - split type ductless system"", ""Host greets you"", ""Shared backyard \u2013 Not fully fenced"", ""BBQ grill"", ""Ping pong table"", ""Breakfast"", ""Piano"", ""Wifi"", ""Shower gel"", ""Sun loungers"", ""Drying rack for clothing"", ""Dedicated workspace"", ""Radiant heating"", ""Dishes and silverware"", ""Luggage dropoff allowed"", ""Microwave"", ""Room-darkening shades"", ""Hot water kettle"", ""Wine glasses"", ""Coffee maker: Keurig coffee machine"", ""Frigor\u00edfico compartido de uso exclusivo de los hu\u00e9spedes refrigerator"", ""Mosquito net"", ""21 inch HDTV with standard cable"", ""Bed linens"", ""Hangers"", ""Books and reading material"", ""Pack \u2019n play/Travel crib"", ""Single level home"", ""Coffee"", ""Resort view"", ""Extra pillows and blankets"", ""Ceiling fan"", ""Shared pool"", ""Body soap"", ""Crib - available upon request"", ""Free parking on premises"", ""Shared patio or balcony"", ""Toaster"", ""Hot water"", ""Valley view"", ""Baby bath - available upon request""]",,1,365,2,4,7,7,2.1,7.0,,t,0,0,0,0,2024-09-30,0,0,0,,,,,,,,,,PG-000855,t,15,8,7,0,
12510,621743306855952000,https://www.airbnb.com/rooms/621743306855952204,20240929170954,2024-09-30,previous scrape,HabitaciÃ³n en finca rural familiar con piscina,"A double room in a seven-bedroom bed & breakfast, all with private bathroom, inside the Can MunÃ­ farm family farm. Breakfast buffet included. <br /><br />Mustang room has a 160x190 bed and closet. A/C, ceiling fan, and wifi<br /><br />It has a refrigerator, microwave and dishes available to customers and a porch and terrace open to a large garden space. Access to the 14x7-meter estate's swimming pool with salt water filter.","Can MunÃ­ and its neighborhood Pins are in a small hidden valley but very close to everything. 8 minutes by car from the A7 motorway exit, 15/20 minutes from l'Escala and Sant MartÃ­ d 'EmpÃºries, 25 minutes from l'Estartit and les Illes Medes or the Gola del Ter or Girona city.<br />It is also an ideal area for hiking or cycling.",https://a0.muscache.com/pictures/miso/Hosting-621743306855952204/original/a9380d01-831a-4345-9ac3-8825172971ef.jpeg,225419807,https://www.airbnb.com/users/show/225419807,Joan,2018-11-12,,,within an hour,1.0,1.0,f,https://a0.muscache.com/im/pictures/user/2672de9f-85a2-4042-bff8-855acab28a5d.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/2672de9f-85a2-4042-bff8-855acab28a5d.jpg?aki_policy=profile_x_medium,,15,17,"['email', 'phone']",t,f,"Vilopriu, Catalunya, Spain",Vilopriu,,42.110863,2.977696,Private room in bed and breakfast,Private room,2,,1 private bath,,,"[""Babysitter recommendations"", ""Central heating"", ""Pocket wifi"", ""Cleaning available during stay"", ""Indoor fireplace: wood-burning"", ""Barbecue utensils"", ""Outdoor dining area"", ""Essentials"", ""Lock on bedroom door"", ""Dining table"", ""Hair dryer"", ""Pack \u2019n play/Travel crib - available upon request"", ""Outdoor furniture"", ""Iron"", ""Kitchenette"", ""AC - split type ductless system"", ""Host greets you"", ""Shared backyard \u2013 Not fully fenced"", ""Ping pong table"", ""Clothing storage: closet"", ""Piano"", ""Wifi"", ""Breakfast"", ""Shower gel"", ""Sun loungers"", ""Portable fans"", ""Drying rack for clothing"", ""Dedicated workspace"", ""Radiant heating"", ""Dishes and silverware"", ""Luggage dropoff allowed"", ""Microwave"", ""Room-darkening shades"", ""Hot water kettle"", ""Wine glasses"", ""Coffee maker: Keurig coffee machine"", ""Frigor\u00edfico compartido de uso exclusivo de los hu\u00e9spedes refrigerator"", ""Mosquito net"", ""21 inch HDTV with standard cable"", ""Bed linens"", ""Hangers"", ""Books and reading material"", ""Shared BBQ grill: charcoal"", ""High chair - available upon request"", ""Shared outdoor pool - available all year, open 24 hours, saltwater"", ""Single level home"", ""Coffee"", ""Free carport on premises"", ""Resort view"", ""Extra pillows and blankets"", ""Ceiling fan"", ""Body soap"", ""Crib - available upon request"", ""Shared patio or balcony"", ""Toaster"", ""Hot water"", ""Valley view"", ""Baby bath - available upon request""]",,1,365,2,4,7,7,2.1,7.0,,t,0,0,0,0,2024-09-30,2,0,0,2023-07-16,2023-08-04,5.0,5.0,5.0,5.0,5.0,4.0,4.0,PG-000855,t,15,8,7,0,0.14
12511,621745450756365952,https://www.airbnb.com/rooms/621745450756366417,20240929170954,2024-09-30,previous scrape,HabitaciÃ³n en costa brava con terraza y piscina,"A double room in a seven-bedroom bed & breakfast, all with private bathroom, inside the Can MunÃ­ farm family farm. Breakfast buffet included. <br /><br />The Marwary room has a 160x190 bed and direct access to the terrace. A/C, ceiling fan, and wifi<br /><br />It has a refrigerator, microwave and dishes available to customers and a porch and terrace open to a large garden space. Access to the 14x7-meter estate's swimming pool with salt water filter.","Can MunÃ­ and its neighborhood Pins are in a small hidden valley but very close to everything. 8 minutes by car from the exit of the A7 motorway, 15/20 minutes from l'Escala and Sant MartÃ­ d 'EmpÃºries, 25 minutes from l'Estartit and the Medes Islands or the Gola del Ter or Girona city.<br />It is also an ideal area for hiking or cycling.",https://a0.muscache.com/pictures/miso/Hosting-621745450756366417/original/81196607-9715-451e-9707-104dc9be9efe.jpeg,225419807,https://www.airbnb.com/users/show/225419807,Joan,2018-11-12,,,within an hour,1.0,1.0,f,https://a0.muscache.com/im/pictures/user/2672de9f-85a2-4042-bff8-855acab28a5d.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/2672de9f-85a2-4042-bff8-855acab28a5d.jpg?aki_policy=profile_x_medium,,15,17,"['email', 'phone']",t,f,"Vilopriu, Catalunya, Spain",Vilopriu,,42.110863,2.977696,Private room in bed and breakfast,Private room,2,,1 private bath,,,"[""Central heating"", ""Free street parking"", ""High chair"", ""Pocket wifi"", ""Cleaning available during stay"", ""Clothing storage"", ""Indoor fireplace: wood-burning"", ""Barbecue utensils"", ""Outdoor dining area"", ""Essentials"", ""Lock on bedroom door"", ""Dining table"", ""Hair dryer"", ""Outdoor furniture"", ""Iron"", ""Private living room"", ""Kitchenette"", ""AC - split type ductless system"", ""Host greets you"", ""Hammock"", ""Shared backyard \u2013 Not fully fenced"", ""BBQ grill"", ""Garden view"", ""Ping pong table"", ""Breakfast"", ""Piano"", ""Wifi"", ""Shower gel"", ""Sun loungers"", ""Drying rack for clothing"", ""Dedicated workspace"", ""Radiant heating"", ""Dishes and silverware"", ""Microwave"", ""Room-darkening shades"", ""Hot water kettle"", ""Private entrance"", ""Wine glasses"", ""Coffee maker: Keurig coffee machine"", ""Frigor\u00edfico compartido de uso exclusivo de los hu\u00e9spedes refrigerator"", ""Mosquito net"", ""21 inch HDTV with standard cable"", ""Bed linens"", ""Hangers"", ""Pack \u2019n play/Travel crib"", ""Shared outdoor pool - available all year, open 24 hours, saltwater"", ""Single level home"", ""Coffee"", ""Ceiling fan"", ""Extra pillows and blankets"", ""Body soap"", ""Crib - available upon request"", ""Free parking on premises"", ""Shared patio or balcony"", ""Toaster"", ""Baby bath"", ""Hot water"", ""Valley view""]",,1,28,2,4,7,7,2.1,7.0,,t,0,0,0,0,2024-09-30,2,1,0,2023-08-30,2024-07-29,5.0,4.5,5.0,5.0,5.0,5.0,5.0,PG-000855,t,15,8,7,0,0.15
12519,615025976798608000,https://www.airbnb.com/rooms/615025976798608340,20240929170954,2024-09-30,city scrape,ENCANTADOR HOTEL RURAL H.Dob. Sup. (Jordi TarrÃ©s),,,https://a0.muscache.com/pictures/prohost-api/Hosting-615025976798608340/original/18afd63a-e4a3-4fe7-9fcc-65d6ab84abbc.jpeg,289338953,https://www.airbnb.com/users/show/289338953,Puig,2019-08-27,,,within an hour,1.0,1.0,f,https://a0.muscache.com/im/pictures/user/dc9e84bc-2b85-4de9-be9b-e1347ca96dc8.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/dc9e84bc-2b85-4de9-be9b-e1347ca96dc8.jpg?aki_policy=profile_x_medium,,19,21,"['email', 'phone']",t,t,,Camprodon,,42.31871,2.41559,Room in boutique hotel,Private room,2,1.0,1 private bath,1.0,1.0,"[""Pets allowed"", ""TV"", ""Free parking on premises"", ""Exercise equipment"", ""First aid kit"", ""Hair dryer"", ""Dedicated workspace""]",138.0,1,365,1,1,365,365,1.0,365.0,,t,15,45,47,319,2024-09-30,0,0,0,,,,,,,,,,HG-002496,t,19,0,19,0,
12530,615161232739003008,https://www.airbnb.com/rooms/615161232739003798,20240929170954,2024-09-30,city scrape,ENCANTADOR HOTEL RURAL Hab. Doble (Marc Colomer),,,https://a0.muscache.com/pictures/prohost-api/Hosting-615161232739003798/original/4c2d13ce-6cce-44e1-9389-533a99495247.jpeg,289338953,https://www.airbnb.com/users/show/289338953,Puig,2019-08-27,,,within an hour,1.0,1.0,f,https://a0.muscache.com/im/pictures/user/dc9e84bc-2b85-4de9-be9b-e1347ca96dc8.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/dc9e84bc-2b85-4de9-be9b-e1347ca96dc8.jpg?aki_policy=profile_x_medium,,19,21,"['email', 'phone']",t,t,,Camprodon,,42.31841,2.41523,Room in boutique hotel,Private room,2,1.0,1 private bath,1.0,1.0,"[""Pets allowed"", ""TV"", ""Free parking on premises"", ""Exercise equipment"", ""Air conditioning"", ""Bidet"", ""First aid kit""]",138.0,1,365,1,1,365,365,1.0,365.0,,t,15,45,47,319,2024-09-30,2,0,0,2023-01-29,2023-05-14,5.0,5.0,5.0,5.0,5.0,5.0,5.0,HG-002496,t,19,0,19,0,0.1
12531,615164812786605056,https://www.airbnb.com/rooms/615164812786605650,20240929170954,2024-09-30,city scrape,ENCANTADOR HOTEL RURAL Hab.Doble (Martin Lampkin),,,https://a0.muscache.com/pictures/prohost-api/Hosting-615164812786605650/original/df9e2a50-ab44-4a68-9672-9284de91765f.jpeg,289338953,https://www.airbnb.com/users/show/289338953,Puig,2019-08-27,,,within an hour,1.0,1.0,f,https://a0.muscache.com/im/pictures/user/dc9e84bc-2b85-4de9-be9b-e1347ca96dc8.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/dc9e84bc-2b85-4de9-be9b-e1347ca96dc8.jpg?aki_policy=profile_x_medium,,19,21,"['email', 'phone']",t,t,,Camprodon,,42.31767,2.41485,Room in boutique hotel,Private room,2,1.0,1 private bath,1.0,1.0,"[""Pets allowed"", ""TV"", ""Free parking on premises"", ""Exercise equipment"", ""Air conditioning"", ""Bidet"", ""First aid kit""]",138.0,1,365,1,1,365,365,1.0,365.0,,t,15,45,47,319,2024-09-30,0,0,0,,,,,,,,,,HG-002496,t,19,0,19,0,
12532,615169722032439040,https://www.airbnb.com/rooms/615169722032439399,20240929170954,2024-09-30,city scrape,ENCANTADOR HOTEL RURAL H. Doble /Takahisa Fujinami,,,https://a0.muscache.com/pictures/prohost-api/Hosting-615169722032439399/original/e7922e3e-74b4-4f15-a604-015ca89bf817.jpeg,289338953,https://www.airbnb.com/users/show/289338953,Puig,2019-08-27,,,within an hour,1.0,1.0,f,https://a0.muscache.com/im/pictures/user/dc9e84bc-2b85-4de9-be9b-e1347ca96dc8.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/dc9e84bc-2b85-4de9-be9b-e1347ca96dc8.jpg?aki_policy=profile_x_medium,,19,21,"['email', 'phone']",t,t,,Camprodon,,42.31932,2.41548,Room in boutique hotel,Private room,2,1.0,1 private bath,1.0,1.0,"[""Pets allowed"", ""TV"", ""Free parking on premises"", ""Exercise equipment"", ""Air conditioning"", ""Bidet"", ""First aid kit""]",138.0,1,365,1,1,365,365,1.0,365.0,,t,15,45,47,319,2024-09-30,5,0,0,2022-12-05,2023-05-21,4.8,4.8,4.8,4.6,4.8,5.0,4.8,HG-002496,t,19,0,19,0,0.23
12533,615172664626107008,https://www.airbnb.com/rooms/615172664626107442,20240929170954,2024-09-30,city scrape,ENCANTADOR HOTEL RURAL H.Dob Sup (Thierry Michaud),,,https://a0.muscache.com/pictures/prohost-api/Hosting-615172664626107442/original/46fb0c74-8bb9-4bc7-acd5-8bd6e385eb70.jpeg,289338953,https://www.airbnb.com/users/show/289338953,Puig,2019-08-27,,,within an hour,1.0,1.0,f,https://a0.muscache.com/im/pictures/user/dc9e84bc-2b85-4de9-be9b-e1347ca96dc8.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/dc9e84bc-2b85-4de9-be9b-e1347ca96dc8.jpg?aki_policy=profile_x_medium,,19,21,"['email', 'phone']",t,t,,Camprodon,,42.31869,2.4161,Room in boutique hotel,Private room,2,1.0,1 private bath,1.0,1.0,"[""Pets allowed"", ""TV"", ""Free parking on premises"", ""Exercise equipment"", ""First aid kit"", ""Hair dryer"", ""Dedicated workspace""]",160.0,1,365,1,1,365,365,1.0,365.0,,t,15,45,47,319,2024-09-30,0,0,0,,,,,,,,,,HG-002496,t,19,0,19,0,
12535,615175476005720064,https://www.airbnb.com/rooms/615175476005720087,20240929170954,2024-09-30,city scrape,ENCANTADOR HOTEL RURAL - Suite (Laia Sanz),,,https://a0.muscache.com/pictures/prohost-api/Hosting-615175476005720087/original/801af070-1081-4cdd-82f7-d0ad60cb181f.jpeg,289338953,https://www.airbnb.com/users/show/289338953,Puig,2019-08-27,,,within an hour,1.0,1.0,f,https://a0.muscache.com/im/pictures/user/dc9e84bc-2b85-4de9-be9b-e1347ca96dc8.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/dc9e84bc-2b85-4de9-be9b-e1347ca96dc8.jpg?aki_policy=profile_x_medium,,19,21,"['email', 'phone']",t,t,,Camprodon,,42.31847,2.41496,Room in boutique hotel,Private room,2,1.0,1 private bath,1.0,1.0,"[""TV"", ""Smoke alarm"", ""Free parking on premises"", ""Exercise equipment"", ""Air conditioning"", ""First aid kit"", ""Hair dryer"", ""Bathtub"", ""Dedicated workspace""]",180.0,1,365,1,1,365,365,1.0,365.0,,t,15,45,47,319,2024-09-30,0,0,0,,,,,,,,,,HG-002496,t,19,0,19,0,
12536,615179981527075968,https://www.airbnb.com/rooms/615179981527076889,20240929170954,2024-09-30,city scrape,ENCANTADOR HOTEL RURAL - Suite (Malcolm Rathmel),,,https://a0.muscache.com/pictures/prohost-api/Hosting-615179981527076889/original/8e85b13b-f217-4b6e-94f6-49fdd2a3603f.jpeg,289338953,https://www.airbnb.com/users/show/289338953,Puig,2019-08-27,,,within an hour,1.0,1.0,f,https://a0.muscache.com/im/pictures/user/dc9e84bc-2b85-4de9-be9b-e1347ca96dc8.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/dc9e84bc-2b85-4de9-be9b-e1347ca96dc8.jpg?aki_policy=profile_x_medium,,19,21,"['email', 'phone']",t,t,,Camprodon,,42.3192,2.41622,Room in boutique hotel,Private room,2,1.0,1 private bath,1.0,1.0,"[""TV"", ""Smoke alarm"", ""Free parking on premises"", ""Exercise equipment"", ""Air conditioning"", ""First aid kit"", ""Hair dryer"", ""Bathtub"", ""Dedicated workspace""]",180.0,1,365,1,1,365,365,1.0,365.0,,t,15,45,47,319,2024-09-30,0,0,0,,,,,,,,,,HG-002496,t,19,0,19,0,
12537,615182342326318976,https://www.airbnb.com/rooms/615182342326319765,20240929170954,2024-09-30,city scrape,ENCANTADOR HOTEL RURAL - Suite (Ulf Karlsson),,,https://a0.muscache.com/pictures/prohost-api/Hosting-615182342326319765/original/44bcb060-18a3-4a84-9432-c4bcb75ad7ee.jpeg,289338953,https://www.airbnb.com/users/show/289338953,Puig,2019-08-27,,,within an hour,1.0,1.0,f,https://a0.muscache.com/im/pictures/user/dc9e84bc-2b85-4de9-be9b-e1347ca96dc8.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/dc9e84bc-2b85-4de9-be9b-e1347ca96dc8.jpg?aki_policy=profile_x_medium,,19,21,"['email', 'phone']",t,t,,Camprodon,,42.31779,2.41611,Room in boutique hotel,Private room,2,1.0,1 private bath,1.0,1.0,"[""TV"", ""Smoke alarm"", ""Free parking on premises"", ""Exercise equipment"", ""Air conditioning"", ""First aid kit"", ""Hair dryer"", ""Bathtub"", ""Dedicated workspace""]",180.0,1,365,1,1,365,365,1.0,365.0,,t,15,45,47,319,2024-09-30,0,0,0,,,,,,,,,,HG-002496,t,19,0,19,0,
12538,615185750582600960,https://www.airbnb.com/rooms/615185750582601233,20240929170954,2024-09-30,city scrape,ENCANTADOR HOTEL RURAL - Suite (Toni Bou),,,https://a0.muscache.com/pictures/prohost-api/Hosting-615185750582601233/original/d1d9ec39-aa4f-40c2-aa98-b832d0b7cf84.jpeg,289338953,https://www.airbnb.com/users/show/289338953,Puig,2019-08-27,,,within an hour,1.0,1.0,f,https://a0.muscache.com/im/pictures/user/dc9e84bc-2b85-4de9-be9b-e1347ca96dc8.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/dc9e84bc-2b85-4de9-be9b-e1347ca96dc8.jpg?aki_policy=profile_x_medium,,19,21,"['email', 'phone']",t,t,,Camprodon,,42.31909,2.41703,Room in boutique hotel,Private room,2,1.0,1 private bath,1.0,1.0,"[""Free parking on premises"", ""Exercise equipment"", ""Air conditioning"", ""First aid kit"", ""Dedicated workspace""]",180.0,1,365,1,1,365,365,1.0,365.0,,t,15,45,47,319,2024-09-30,0,0,0,,,,,,,,,,HG-002496,t,19,0,19,0,
12542,615616706877635968,https://www.airbnb.com/rooms/615616706877636277,20240929170954,2024-09-30,previous scrape,HabitaciÃ³n doble con desayuno y terraza y piscina,"A double room in a seven-bedroom bed & breakfast, all with private bathroom, inside the Can MunÃ­ farm family farm. Breakfast buffet included. <br /><br />The Connemara room has a 160x190 cm bed and direct access to the terrace. A/C, ceiling fan, and wifi<br /><br />It has a refrigerator, microwave and dishes available to customers and a porch and terrace open to a large garden space. Access to the 14x7-meter estate's swimming pool with salt water filter.","Can MunÃ­ and its neighborhood Pins are in a small hidden valley but very close to everything. 8 minutes by car from the A7 motorway exit, 15/20 minutes from l'Escala and Sant MartÃ­ d 'EmpÃºries, 25 minutes from l'Estartit and les Illes Medes or the Gola del Ter or Girona city.<br />It is also an ideal area for hiking or cycling.",https://a0.muscache.com/pictures/miso/Hosting-615616706877636277/original/cd1ff7ad-7973-41d4-a848-ddc1b5440274.jpeg,225419807,https://www.airbnb.com/users/show/225419807,Joan,2018-11-12,,,within an hour,1.0,1.0,f,https://a0.muscache.com/im/pictures/user/2672de9f-85a2-4042-bff8-855acab28a5d.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/2672de9f-85a2-4042-bff8-855acab28a5d.jpg?aki_policy=profile_x_medium,,15,17,"['email', 'phone']",t,f,"Vilopriu, Catalunya, Spain",Vilopriu,,42.110863,2.977696,Private room in bed and breakfast,Private room,2,,1 private bath,1.0,,"[""Central heating"", ""Pocket wifi"", ""Cleaning available during stay"", ""Indoor fireplace: wood-burning"", ""Barbecue utensils"", ""Outdoor dining area"", ""Essentials"", ""Dining table"", ""Hair dryer"", ""Pack \u2019n play/Travel crib - available upon request"", ""Outdoor furniture"", ""Iron"", ""Kitchenette"", ""AC - split type ductless system"", ""Host greets you"", ""Hammock"", ""Shared backyard \u2013 Not fully fenced"", ""Garden view"", ""Ping pong table"", ""Clothing storage: closet"", ""Piano"", ""Wifi"", ""Breakfast"", ""Standalone high chair - available upon request"", ""Shower gel"", ""Sun loungers"", ""Drying rack for clothing"", ""Dedicated workspace"", ""Radiant heating"", ""Dishes and silverware"", ""Luggage dropoff allowed"", ""Microwave"", ""Room-darkening shades"", ""Hot water kettle"", ""Private entrance"", ""Wine glasses"", ""Coffee maker: Keurig coffee machine"", ""Frigor\u00edfico compartido de uso exclusivo de los hu\u00e9spedes refrigerator"", ""Mosquito net"", ""21 inch HDTV with standard cable"", ""Bed linens"", ""Hangers"", ""Shared BBQ grill: charcoal"", ""Shared outdoor pool - available all year, open 24 hours, saltwater"", ""Single level home"", ""Coffee"", ""Free carport on premises"", ""Ceiling fan"", ""Extra pillows and blankets"", ""Body soap"", ""Crib - available upon request"", ""Shared patio or balcony"", ""Toaster"", ""Hot water"", ""Valley view"", ""Baby bath - available upon request""]",,2,28,2,4,7,7,2.1,7.0,,t,0,0,0,0,2024-09-30,6,3,0,2023-07-03,2024-08-29,4.83,4.67,4.83,4.67,4.83,5.0,4.83,PG-000855,t,15,8,7,0,0.39
